location,datetime,tempmax,tempmin,humidity,windspeed,winddir,cloudcover,rainfall,10_Cumulative Rainfall,Flood_Severity
Kolhapur District Maharashtra,25-09-2015,29.4,20.5,85.1,18.4,289.6,53.8,0,154.17,1
Kolhapur District Maharashtra,26-09-2015,29.9,20.4,82.9,12.2,312.3,70.9,4.17,100,0
Kolhapur District Maharashtra,27-09-2015,31.7,20.2,80.9,12.6,341.4,70.3,0,79.17,0
Kolhapur District Maharashtra,28-09-2015,32.2,19.3,76.5,11.9,10.3,47,0,58.34,0
Kolhapur District Maharashtra,29-09-2015,32.1,19.7,72.6,19.1,76.2,40,0,45.84,0
Kolhapur District Maharashtra,30-09-2015,30.7,20.9,78.9,26.3,85.4,49.3,4.17,29.17,0
Kolhapur District Maharashtra,01-10-2015,29.9,20.8,82.8,21.2,97.5,73,37.5,33.34,0
Kolhapur District Maharashtra,02-10-2015,27.1,21.5,91.6,13.7,191.4,87,4.17,62.51,0
Kolhapur District Maharashtra,03-10-2015,26.7,21.4,90.9,15.1,250.1,90.4,45.83,50.01,0
Kolhapur District Maharashtra,04-10-2015,27.5,21.2,90.1,15.8,264.1,78.9,4.17,95.84,0
Kolhapur District Maharashtra,05-10-2015,29,21.5,85.3,7.9,21.5,57.2,45.83,100.01,0
Kolhapur District Maharashtra,06-10-2015,29.9,20.5,82.3,23.8,112.6,50.9,0,145.84,1
Kolhapur District Maharashtra,07-10-2015,30.4,19.5,76.9,14.4,93,36.2,4.17,141.67,1
Kolhapur District Maharashtra,08-10-2015,30.9,19.6,80.6,11.5,141.8,69.1,0,145.84,1
Kolhapur District Maharashtra,09-10-2015,30.4,21.1,84.8,14,178.1,88.3,12.5,145.84,1
